pileno,pileseq,markno,unitw,topile
A03,086,SP-RS-A03-086,3.513711012,A13
A03,087,SP-RS-A03-087,4.914559985,B26
A03,088,SP-RS-A03-088,5.425752482,A01
A03,089,SP-RS-A03-089,16.96875512,B01
A03,090,SP-RS-A03-090,12.12782762,B26
A03,091,SP-RS-A03-091,8.928490246,A04
A03,092,SP-RS-A03-092,10.87827229,A21
A03,093,SP-RS-A03-093,18.03725832,B24
A03,094,SP-RS-A03-094,16.15973166,B01
A03,095,SP-RS-A03-095,2.021318926,B15
A03,096,SP-RS-A03-096,18.7212902,B26
A03,097,SP-RS-A03-097,10.57184997,A01
A03,098,SP-RS-A03-098,12.33446853,A04
A03,099,SP-RS-A03-099,4.449790637,B26
A03,100,SP-RS-A03-100,13.62663453,A26
A03,101,SP-RS-A03-101,11.99050879,A26
A03,102,SP-RS-A03-102,6.651216693,A04
A03,103,SP-RS-A03-103,1.214229731,A21
A03,104,SP-RS-A03-104,17.56862892,B15
A03,105,SP-RS-A03-105,1.539765043,A04
A03,106,SP-RS-A03-106,17.99588134,A13
A03,107,SP-RS-A03-107,7.896221567,A21
A03,108,SP-RS-A03-108,1.700777805,A21
A03,109,SP-RS-A03-109,1.25715075,B15
A03,110,SP-RS-A03-110,0.933412649,B15
A03,111,SP-RS-A03-111,7.10793868,A21
A03,112,SP-RS-A03-112,7.92781697,A26
A03,113,SP-RS-A03-113,13.31987678,A26
A03,114,SP-RS-A03-114,3.370805039,B26
A03,115,SP-RS-A03-115,15.17397844,B24
A03,116,SP-RS-A03-116,6.014975575,A21
A03,117,SP-RS-A03-117,17.42488541,B15
A03,118,SP-RS-A03-118,9.066132251,B26
A03,119,SP-RS-A03-119,5.919091087,B24
A03,120,SP-RS-A03-120,3.964127528,A13
A03,121,SP-RS-A03-121,5.920971994,A26
A03,122,SP-RS-A03-122,18.55531162,A04
A03,123,SP-RS-A03-123,9.566275418,B26
A03,124,SP-RS-A03-124,13.11442078,A26
A03,125,SP-RS-A03-125,11.87968773,B24
A03,126,SP-RS-A03-126,12.04750974,B01
A03,127,SP-RS-A03-127,0.749774352,B26
A03,128,SP-RS-A03-128,5.615582257,B01
A03,129,SP-RS-A03-129,2.140942753,A21
A03,130,SP-RS-A03-130,2.02311465,B24
A03,131,SP-RS-A03-131,5.697620983,B24
A03,132,SP-RS-A03-132,15.51492131,B26
A03,133,SP-RS-A03-133,1.083997813,A01
A03,134,SP-RS-A03-134,13.37717689,B26
A03,135,SP-RS-A03-135,11.1024378,B01
B31,001,SP-RS-B31-001,17.1008145,A13
B31,002,SP-RS-B31-002,8.325374348,A21
B31,003,SP-RS-B31-003,12.0074797,B24
B31,004,SP-RS-B31-004,3.215192189,A01
B31,005,SP-RS-B31-005,0.375450975,B26
B31,006,SP-RS-B31-006,18.2239313,A01
B31,007,SP-RS-B31-007,12.40142522,A26
B31,008,SP-RS-B31-008,9.318721973,B26
B31,009,SP-RS-B31-009,3.875004388,A01
B31,010,SP-RS-B31-010,7.886953092,A13
B31,011,SP-RS-B31-011,6.766834352,A04
B31,012,SP-RS-B31-012,16.31259735,B26
B31,013,SP-RS-B31-013,10.7229939,B24
B31,014,SP-RS-B31-014,8.709351365,A26
B31,015,SP-RS-B31-015,0.279133945,B24
B31,016,SP-RS-B31-016,2.158034165,B01
B31,017,SP-RS-B31-017,5.681746413,B15
B31,018,SP-RS-B31-018,15.89791948,B26
B31,019,SP-RS-B31-019,16.98381282,B26
B31,020,SP-RS-B31-020,1.008617422,A04
B31,021,SP-RS-B31-021,4.398534381,B01
B31,022,SP-RS-B31-022,2.255183008,A04
B31,023,SP-RS-B31-023,7.476726954,A01
B31,024,SP-RS-B31-024,14.09453539,A01
B31,025,SP-RS-B31-025,11.05504092,B26
B31,026,SP-RS-B31-026,16.56050272,A04
B31,027,SP-RS-B31-027,6.570842409,A01
B31,028,SP-RS-B31-028,0.203190897,A04
B31,029,SP-RS-B31-029,14.09850865,B01
B31,030,SP-RS-B31-030,4.601729278,A13
B31,031,SP-RS-B31-031,13.21734194,B01
B31,032,SP-RS-B31-032,1.963332813,B01
B31,033,SP-RS-B31-033,17.2148833,A26
B31,034,SP-RS-B31-034,4.136216114,B01
B31,035,SP-RS-B31-035,6.829879432,A13
B31,036,SP-RS-B31-036,1.870574127,A21
B31,037,SP-RS-B31-037,14.87314817,B15
B31,038,SP-RS-B31-038,2.797360737,A21
B31,039,SP-RS-B31-039,11.27512002,B24
B31,040,SP-RS-B31-040,11.30562266,B01
B31,041,SP-RS-B31-041,15.63857224,A04
B31,042,SP-RS-B31-042,1.349887992,A04
B31,043,SP-RS-B31-043,9.353573629,B24
B31,044,SP-RS-B31-044,7.352960201,A13
B31,045,SP-RS-B31-045,9.658564813,A04
B31,046,SP-RS-B31-046,15.39465474,A01
B31,047,SP-RS-B31-047,8.225520173,B37
B31,048,SP-RS-B31-048,5.998216958,B26
B31,049,SP-RS-B31-049,19.02417059,B26
B31,050,SP-RS-B31-050,14.589565,B37
B31,051,SP-RS-B31-051,8.713522242,A01
B31,052,SP-RS-B31-052,11.58478305,A01
B31,053,SP-RS-B31-053,11.20814749,A21
B31,054,SP-RS-B31-054,0.487515841,B24
B31,055,SP-RS-B31-055,1.509808513,B24
B31,056,SP-RS-B31-056,0.262748409,A13
B31,057,SP-RS-B31-057,8.301090647,B15
B31,058,SP-RS-B31-058,8.950401007,B01
B31,059,SP-RS-B31-059,14.05225711,A13
B31,060,SP-RS-B31-060,5.758343957,B26
B31,061,SP-RS-B31-061,4.493633339,A01
B31,062,SP-RS-B31-062,13.92140735,B01
B31,063,SP-RS-B31-063,4.659399065,B24
B31,064,SP-RS-B31-064,13.94036098,B15
B31,065,SP-RS-B31-065,12.14264969,B37
B31,066,SP-RS-B31-066,6.580150832,A01
B31,067,SP-RS-B31-067,4.063683778,B26
B31,068,SP-RS-B31-068,8.488298376,A21
B31,069,SP-RS-B31-069,3.431734182,A04
B31,070,SP-RS-B31-070,1.695104434,A13
B31,071,SP-RS-B31-071,11.52889013,A21
B31,072,SP-RS-B31-072,6.203199624,A13
B31,073,SP-RS-B31-073,6.149924711,B01
B31,074,SP-RS-B31-074,0.897031652,A04
B31,075,SP-RS-B31-075,10.59318894,B15
B31,076,SP-RS-B31-076,12.31644299,B37
B31,077,SP-RS-B31-077,13.46087159,A21
B31,078,SP-RS-B31-078,15.08601426,B37
B31,079,SP-RS-B31-079,1.944928333,B15
B31,080,SP-RS-B31-080,5.235048263,B24
B31,081,SP-RS-B31-081,16.47895216,A04
B31,082,SP-RS-B31-082,15.47988438,B26
B31,083,SP-RS-B31-083,0.443141369,B01
B31,084,SP-RS-B31-084,5.797853624,B01
B31,085,SP-RS-B31-085,8.213612832,B01
B31,086,SP-RS-B31-086,1.96278368,B37
B31,087,SP-RS-B31-087,0.43320332,A21
B31,088,SP-RS-B31-088,0.388828916,B26
B31,089,SP-RS-B31-089,5.756497509,A04
B31,090,SP-RS-B31-090,8.839004113,A13
B31,091,SP-RS-B31-091,16.653244,A04
B31,092,SP-RS-B31-092,10.96854146,B15
B31,093,SP-RS-B31-093,12.66031268,A01
B31,094,SP-RS-B31-094,6.954528428,A01
B31,095,SP-RS-B31-095,11.31534091,A26
B31,096,SP-RS-B31-096,9.770190713,A04
B31,097,SP-RS-B31-097,3.694841403,A01
B31,098,SP-RS-B31-098,12.01665874,A01
B31,099,SP-RS-B31-099,6.58738654,A01
B31,100,SP-RS-B31-100,11.76902222,A04
B31,101,SP-RS-B31-101,12.47163154,A04
B31,102,SP-RS-B31-102,11.39426537,B01
B31,103,SP-RS-B31-103,18.88464389,B24
B31,104,SP-RS-B31-104,8.177413094,B15
B31,105,SP-RS-B31-105,14.4821974,A26
B31,106,SP-RS-B31-106,10.24226029,B26
B31,107,SP-RS-B31-107,13.13655843,B01
B31,108,SP-RS-B31-108,3.570887503,B37
B31,109,SP-RS-B31-109,9.488157992,B15
B31,110,SP-RS-B31-110,17.1108178,B01
B31,111,SP-RS-B31-111,13.6931944,A21
B31,112,SP-RS-B31-112,2.090335845,A21
B31,113,SP-RS-B31-113,14.07677805,A13
B31,114,SP-RS-B31-114,0.851730418,A13
B31,115,SP-RS-B31-115,11.31873876,B15
B31,116,SP-RS-B31-116,5.566955375,B37
B31,117,SP-RS-B31-117,13.87389007,A13
B31,118,SP-RS-B31-118,11.72920851,B24
B31,119,SP-RS-B31-119,16.7841227,B37
B31,120,SP-RS-B31-120,3.765600627,A26
B31,121,SP-RS-B31-121,0.381561793,B24
B31,122,SP-RS-B31-122,17.56108656,B15
B31,123,SP-RS-B31-123,0.399641957,B01
B31,124,SP-RS-B31-124,16.50459018,B24
B31,125,SP-RS-B31-125,17.83202918,B24
B31,126,SP-RS-B31-126,4.13829228,A26
B31,127,SP-RS-B31-127,18.5882189,A26
B31,128,SP-RS-B31-128,14.33838467,B26
B31,129,SP-RS-B31-129,18.04063593,B15
B31,130,SP-RS-B31-130,6.835085109,B24
B31,131,SP-RS-B31-131,17.33724906,A26
B31,132,SP-RS-B31-132,4.396639629,B15
B31,133,SP-RS-B31-133,14.75032592,B37
B31,134,SP-RS-B31-134,2.527496463,B37
B31,135,SP-RS-B31-135,2.997359502,B24
B31,136,SP-RS-B31-136,12.65992003,B15
B31,137,SP-RS-B31-137,8.620797938,B15
B31,138,SP-RS-B31-138,3.799567214,A26
B31,139,SP-RS-B31-139,6.517905185,B37
B31,140,SP-RS-B31-140,7.566600637,A26
B31,141,SP-RS-B31-141,1.663377198,B24
B31,142,SP-RS-B31-142,1.296351038,A01
B31,143,SP-RS-B31-143,13.21354253,A13
B31,144,SP-RS-B31-144,18.77467406,B01
B31,145,SP-RS-B31-145,1.467589113,A26
B31,146,SP-RS-B31-146,10.25099968,B15
B31,147,SP-RS-B31-147,14.09717294,B26
B03,001,SP-RS-B03-001,13.19986281,A04
B03,002,SP-RS-B03-002,10.46183083,A21
B03,003,SP-RS-B03-003,2.422960039,B24
B03,004,SP-RS-B03-004,10.69175898,A13
B03,005,SP-RS-B03-005,7.54179215,B01
B03,006,SP-RS-B03-006,6.54183859,B24
B03,007,SP-RS-B03-007,9.152578402,A26
B03,008,SP-RS-B03-008,13.93490091,A13
B03,009,SP-RS-B03-009,11.49124839,A21
B03,010,SP-RS-B03-010,2.73188948,B26
B03,011,SP-RS-B03-011,9.237183915,A01
B03,012,SP-RS-B03-012,8.543656792,B15
B03,013,SP-RS-B03-013,10.43767975,A04
B03,014,SP-RS-B03-014,9.177245732,B15
B03,015,SP-RS-B03-015,17.21416804,A13
B03,016,SP-RS-B03-016,10.63343068,A21
B03,017,SP-RS-B03-017,13.46556168,B01
B03,018,SP-RS-B03-018,6.211798082,A04
B03,019,SP-RS-B03-019,9.118542187,A04
B03,020,SP-RS-B03-020,0.582198489,B24
B03,021,SP-RS-B03-021,19.10659103,B24
B03,022,SP-RS-B03-022,10.49512426,A04
B03,023,SP-RS-B03-023,10.17055409,B24
B03,024,SP-RS-B03-024,15.38184095,A04
B03,025,SP-RS-B03-025,15.84473853,A13
B03,026,SP-RS-B03-026,8.966780885,B26
B03,027,SP-RS-B03-027,8.02732051,A01
B03,028,SP-RS-B03-028,9.86816917,B24
B03,029,SP-RS-B03-029,13.33137193,A26
B03,030,SP-RS-B03-030,16.85468719,B24
B03,031,SP-RS-B03-031,10.71603048,B15
B03,032,SP-RS-B03-032,15.85761748,A26
B03,033,SP-RS-B03-033,12.1995637,A21
B03,034,SP-RS-B03-034,5.457460069,B15
B03,035,SP-RS-B03-035,17.81476119,B15
B03,036,SP-RS-B03-036,14.19409628,B15
B03,037,SP-RS-B03-037,16.9492336,A01
B03,038,SP-RS-B03-038,1.279378967,B26
B03,039,SP-RS-B03-039,7.200386848,B24
B03,040,SP-RS-B03-040,12.09498261,A04
B03,041,SP-RS-B03-041,3.271910027,A26
B03,042,SP-RS-B03-042,13.76260806,B15
B03,043,SP-RS-B03-043,8.279166864,A13
B03,044,SP-RS-B03-044,2.403755365,B26
B03,045,SP-RS-B03-045,14.64903439,B24
B03,046,SP-RS-B03-046,3.052452903,A21
B03,047,SP-RS-B03-047,17.29693767,A21
B03,048,SP-RS-B03-048,14.65350239,A21
B03,049,SP-RS-B03-049,4.073513648,A13
B03,050,SP-RS-B03-050,5.482117241,A26
B03,051,SP-RS-B03-051,3.770627322,B01
B03,052,SP-RS-B03-052,4.305086955,A21
B03,053,SP-RS-B03-053,3.400267096,B24
B03,054,SP-RS-B03-054,4.556329131,A13
B03,055,SP-RS-B03-055,5.559959793,A04
B03,056,SP-RS-B03-056,13.99481441,A01
B03,057,SP-RS-B03-057,12.36088544,B15
B03,058,SP-RS-B03-058,9.15777538,A21
B03,059,SP-RS-B03-059,10.43516518,A01
B03,060,SP-RS-B03-060,13.7429841,B26
B03,061,SP-RS-B03-061,15.82334024,A26
B03,062,SP-RS-B03-062,0.569922271,A21
B03,063,SP-RS-B03-063,0.590649446,B15
B03,064,SP-RS-B03-064,18.75537762,A21
B03,065,SP-RS-B03-065,2.053687899,A01
B03,066,SP-RS-B03-066,3.767891416,B26
B03,067,SP-RS-B03-067,1.939727616,A26
B03,068,SP-RS-B03-068,5.308078963,A21
B03,069,SP-RS-B03-069,6.522943302,A21
B03,070,SP-RS-B03-070,15.90795632,B15
B03,071,SP-RS-B03-071,3.433663471,A01
B03,072,SP-RS-B03-072,12.5321195,A26
B03,073,SP-RS-B03-073,1.238787383,B15
B03,074,SP-RS-B03-074,16.21073457,B15
B03,075,SP-RS-B03-075,13.74438384,B24
B03,076,SP-RS-B03-076,3.709146233,A04
B03,077,SP-RS-B03-077,2.641167293,A21
B03,078,SP-RS-B03-078,1.899607078,A26
B03,079,SP-RS-B03-079,7.684136172,A21
B03,080,SP-RS-B03-080,11.24180634,A04
B03,081,SP-RS-B03-081,18.26850966,A13
B03,082,SP-RS-B03-082,19.27072268,A13
B03,083,SP-RS-B03-083,4.990652447,A13
B03,084,SP-RS-B03-084,1.366215057,A26
B03,085,SP-RS-B03-085,18.51467501,B15
B03,086,SP-RS-B03-086,19.18650551,B15
B03,087,SP-RS-B03-087,18.78774319,B26
B03,088,SP-RS-B03-088,12.29960963,B24
B03,089,SP-RS-B03-089,5.03772459,B01
B03,090,SP-RS-B03-090,3.12271214,A13
B03,091,SP-RS-B03-091,13.60912194,A21
B03,092,SP-RS-B03-092,13.28931395,B24
B03,093,SP-RS-B03-093,4.495629217,A01
B03,094,SP-RS-B03-094,10.18101818,B26
B03,095,SP-RS-B03-095,5.820656261,A04
B03,096,SP-RS-B03-096,16.03929181,B15
B03,097,SP-RS-B03-097,12.95399426,B24
B03,098,SP-RS-B03-098,5.991755178,A21
B03,099,SP-RS-B03-099,4.467217888,B24
B03,100,SP-RS-B03-100,6.437628601,B15
B03,101,SP-RS-B03-101,17.68149924,A04
B03,102,SP-RS-B03-102,18.49593958,A21
B03,103,SP-RS-B03-103,3.144188897,A13
B03,104,SP-RS-B03-104,8.721135918,A04
B03,105,SP-RS-B03-105,11.90960544,A04
B03,106,SP-RS-B03-106,9.81990414,A13
B03,107,SP-RS-B03-107,5.42939685,B15
B03,108,SP-RS-B03-108,5.237998258,A13
B03,109,SP-RS-B03-109,14.81912841,B26
B03,110,SP-RS-B03-110,2.302066026,A21
B03,111,SP-RS-B03-111,7.271290836,B24
B03,112,SP-RS-B03-112,17.21855086,A21
B03,113,SP-RS-B03-113,2.28078724,B26
B03,114,SP-RS-B03-114,14.63415986,B15
B03,115,SP-RS-B03-115,1.155742023,A26
B03,116,SP-RS-B03-116,6.576491733,A01
B03,117,SP-RS-B03-117,18.5671172,A13
B03,118,SP-RS-B03-118,2.249558738,A21
B03,119,SP-RS-B03-119,3.822633474,A01
B03,120,SP-RS-B03-120,6.868428049,A01
B03,121,SP-RS-B03-121,13.88942058,B24
B03,122,SP-RS-B03-122,1.571933721,A13
