pileno,pileseq,markno,unitw,topile
B21,045,SP-RT-B21-045,8.180278366,cn1
B21,046,SP-RT-B21-046,2.725368585,cn1
B21,047,SP-RT-B21-047,6.442678134,cn1
B21,048,SP-RT-B21-048,0.734007425,cn1
B21,049,SP-RT-B21-049,12.00310721,cn1
B21,050,SP-RT-B21-050,17.02001,cn1
B21,051,SP-RT-B21-051,12.03655926,cn1
B21,052,SP-RT-B21-052,2.152140828,cn1
B21,053,SP-RT-B21-053,4.760044168,cn1
B21,054,SP-RT-B21-054,13.8056283,cn1
B21,055,SP-RT-B21-055,1.170758465,cn1
B21,056,SP-RT-B21-056,18.00267273,cn1
B21,057,SP-RT-B21-057,10.34835667,cn1
B21,058,SP-RT-B21-058,15.01871165,cn1
B21,059,SP-RT-B21-059,18.65335509,cn1
B21,060,SP-RT-B21-060,4.453723991,cn1
B21,061,SP-RT-B21-061,14.49764428,cn1
B21,062,SP-RT-B21-062,9.196414492,cn1
B21,063,SP-RT-B21-063,6.597445162,cn1
B21,064,SP-RT-B21-064,2.325567559,cn1
B21,065,SP-RT-B21-065,3.620803474,cn1
B21,066,SP-RT-B21-066,17.92205675,cn1
B21,067,SP-RT-B21-067,7.550892227,cn1
B21,068,SP-RT-B21-068,18.98108676,cn1
B21,069,SP-RT-B21-069,6.015030393,cn1
B21,070,SP-RT-B21-070,15.39377412,cn1
B21,071,SP-RT-B21-071,17.35323557,cn1
B21,072,SP-RT-B21-072,4.79913437,cn1
B21,073,SP-RT-B21-073,4.113662527,cn1
B21,074,SP-RT-B21-074,7.130902391,cn1
B21,075,SP-RT-B21-075,12.05836399,cn1
B21,076,SP-RT-B21-076,12.1639826,cn1
B21,077,SP-RT-B21-077,5.984832384,cn1
B21,078,SP-RT-B21-078,7.610276104,cn1
B21,079,SP-RT-B21-079,4.044453207,cn1
B21,080,SP-RT-B21-080,0.387788632,cn1
B21,081,SP-RT-B21-081,16.2318824,cn1
B21,082,SP-RT-B21-082,8.287278898,cn1
B21,083,SP-RT-B21-083,18.56401346,cn1
B21,084,SP-RT-B21-084,19.19639504,cn1
B21,085,SP-RT-B21-085,12.48177037,cn1
B21,086,SP-RT-B21-086,2.172001295,cn1
B21,087,SP-RT-B21-087,10.43803627,cn1
B21,088,SP-RT-B21-088,18.90896186,cn1
B21,089,SP-RT-B21-089,8.96629174,cn1
B21,090,SP-RT-B21-090,6.052309951,cn1
B21,091,SP-RT-B21-091,17.4184173,cn1
B21,092,SP-RT-B21-092,18.01631788,cn1
B21,093,SP-RT-B21-093,13.67831213,cn1
B21,094,SP-RT-B21-094,0.749164227,cn1
B21,095,SP-RT-B21-095,12.58824693,cn1
B21,096,SP-RT-B21-096,8.21198374,cn1
B21,097,SP-RT-B21-097,3.195521454,cn1
B21,098,SP-RT-B21-098,7.3427398,cn1
B21,099,SP-RT-B21-099,12.02322613,cn1
B21,100,SP-RT-B21-100,4.20431921,cn1
B21,101,SP-RT-B21-101,9.585411985,cn1
B21,102,SP-RT-B21-102,6.394192128,cn1
B21,103,SP-RT-B21-103,16.54978064,cn1
B21,104,SP-RT-B21-104,7.189213889,cn1
B21,105,SP-RT-B21-105,4.242411734,cn1
B21,106,SP-RT-B21-106,1.002153038,cn1
B21,107,SP-RT-B21-107,8.301271104,cn1
B21,108,SP-RT-B21-108,3.245997586,cn1
B21,109,SP-RT-B21-109,16.40502027,cn1
B21,110,SP-RT-B21-110,5.744881992,cn1
B21,111,SP-RT-B21-111,17.60911749,cn1
B21,112,SP-RT-B21-112,7.476623056,cn1
B21,113,SP-RT-B21-113,0.743827793,cn1
B21,114,SP-RT-B21-114,3.863063875,cn1
B21,115,SP-RT-B21-115,7.913942243,cn1
B21,116,SP-RT-B21-116,12.43567262,cn1
B21,117,SP-RT-B21-117,17.28135023,cn1
B21,118,SP-RT-B21-118,18.97710777,cn1
B21,119,SP-RT-B21-119,6.014251125,cn1
B21,120,SP-RT-B21-120,16.22746222,cn1
B21,121,SP-RT-B21-121,4.015286365,cn1
B21,122,SP-RT-B21-122,18.14035084,cn1
B21,123,SP-RT-B21-123,11.47415627,cn1
B21,124,SP-RT-B21-124,6.988975531,cn1
B21,125,SP-RT-B21-125,2.61186731,cn1
B21,126,SP-RT-B21-126,14.99139203,cn1
B21,127,SP-RT-B21-127,16.02978552,cn1
B21,128,SP-RT-B21-128,17.25424008,cn1
B21,129,SP-RT-B21-129,5.224979687,cn1
B21,130,SP-RT-B21-130,4.204953169,cn1
B21,131,SP-RT-B21-131,7.776560853,cn1
B21,132,SP-RT-B21-132,13.6346835,cn1
B21,133,SP-RT-B21-133,5.670836421,cn1
B21,134,SP-RT-B21-134,7.207329099,cn1
B21,135,SP-RT-B21-135,6.067068106,cn1
B21,136,SP-RT-B21-136,0.692751696,cn1
B21,137,SP-RT-B21-137,17.35067515,cn1
B21,138,SP-RT-B21-138,16.18671698,cn1
B21,139,SP-RT-B21-139,5.925364666,cn1
B21,140,SP-RT-B21-140,7.819241061,cn1
B21,141,SP-RT-B21-141,14.58338179,cn1
B21,142,SP-RT-B21-142,8.672225791,cn1
B21,143,SP-RT-B21-143,4.317392266,cn1
B21,144,SP-RT-B21-144,1.00919504,cn1
B21,145,SP-RT-B21-145,3.427401765,cn1
B21,146,SP-RT-B21-146,13.22684248,cn1
B21,147,SP-RT-B21-147,13.54598484,cn1
B21,148,SP-RT-B21-148,0.871782147,cn1
B21,149,SP-RT-B21-149,12.36676903,cn1
B17,001,SP-RT-B17-001,5.119898092,cn1
B17,002,SP-RT-B17-002,7.587143814,cn1
B17,003,SP-RT-B17-003,13.24057422,cn1
B17,004,SP-RT-B17-004,17.53093716,cn1
B17,005,SP-RT-B17-005,12.48551127,cn1
B17,006,SP-RT-B17-006,0.508605463,cn1
B17,007,SP-RT-B17-007,15.13006488,cn1
B17,008,SP-RT-B17-008,14.09161565,cn1
B17,009,SP-RT-B17-009,11.34860306,cn1
B17,010,SP-RT-B17-010,3.844506908,cn1
B17,011,SP-RT-B17-011,7.915922538,cn1
B17,012,SP-RT-B17-012,2.053606794,cn1
B17,013,SP-RT-B17-013,14.99667226,cn1
B17,014,SP-RT-B17-014,0.823554476,cn1
B17,015,SP-RT-B17-015,16.90793117,cn1
B17,016,SP-RT-B17-016,5.566936993,cn1
B17,017,SP-RT-B17-017,17.14651377,cn1
B17,018,SP-RT-B17-018,7.775440046,cn1
B17,019,SP-RT-B17-019,13.28999583,cn1
B17,020,SP-RT-B17-020,2.33880678,cn1
B17,021,SP-RT-B17-021,13.86390873,cn1
B17,022,SP-RT-B17-022,7.961622039,cn1
B17,023,SP-RT-B17-023,14.79636569,cn1
B17,024,SP-RT-B17-024,11.81575119,cn1
B17,025,SP-RT-B17-025,15.16895696,cn1
B17,026,SP-RT-B17-026,2.664684643,cn1
B17,027,SP-RT-B17-027,1.462508147,cn1
B17,028,SP-RT-B17-028,9.584567561,cn1
B17,029,SP-RT-B17-029,8.967582631,cn1
B17,030,SP-RT-B17-030,12.49004523,cn1
B17,031,SP-RT-B17-031,15.57242098,cn1
B17,032,SP-RT-B17-032,12.45126278,cn1
B17,033,SP-RT-B17-033,10.22560167,cn1
B17,034,SP-RT-B17-034,18.05786384,cn1
B17,035,SP-RT-B17-035,8.011531062,cn1
B17,036,SP-RT-B17-036,11.11858098,cn1
B17,037,SP-RT-B17-037,13.61489656,cn1
B17,038,SP-RT-B17-038,18.80327054,cn1
B17,039,SP-RT-B17-039,16.62809552,cn1
B17,040,SP-RT-B17-040,19.15980661,cn1
B17,041,SP-RT-B17-041,9.154925183,cn1
B17,042,SP-RT-B17-042,8.04338964,cn1
B17,043,SP-RT-B17-043,18.27987235,cn1
B17,044,SP-RT-B17-044,5.057676811,cn1
B17,045,SP-RT-B17-045,11.4662612,cn1
B17,046,SP-RT-B17-046,14.23513371,cn1
B17,047,SP-RT-B17-047,5.714191318,cn1
B17,048,SP-RT-B17-048,14.00299025,cn1
B17,049,SP-RT-B17-049,10.39464265,cn1
B17,050,SP-RT-B17-050,11.79129825,cn1
B17,051,SP-RT-B17-051,11.79520376,cn1
B17,052,SP-RT-B17-052,16.88959396,cn1
B17,053,SP-RT-B17-053,15.61455303,cn1
B17,054,SP-RT-B17-054,16.19655141,cn1
B17,055,SP-RT-B17-055,5.087712486,cn1
B17,056,SP-RT-B17-056,18.12499987,cn1
B17,057,SP-RT-B17-057,10.18288612,cn1
B17,058,SP-RT-B17-058,10.43784704,cn1
B17,059,SP-RT-B17-059,18.75417636,cn1
B17,060,SP-RT-B17-060,13.40294319,cn1
B17,061,SP-RT-B17-061,15.40557739,cn1
B17,062,SP-RT-B17-062,13.95590667,cn1
B17,063,SP-RT-B17-063,3.908379222,cn1
B17,064,SP-RT-B17-064,16.77373075,cn1
B17,065,SP-RT-B17-065,5.557528675,cn1
B17,066,SP-RT-B17-066,11.51466498,cn1
B17,067,SP-RT-B17-067,11.42515111,cn1
B17,068,SP-RT-B17-068,8.444291169,cn1
B17,069,SP-RT-B17-069,14.88209412,cn1
B17,070,SP-RT-B17-070,2.933250116,cn1
B17,071,SP-RT-B17-071,18.43432165,cn1
B17,072,SP-RT-B17-072,6.069918457,cn1
B17,073,SP-RT-B17-073,9.34930321,cn1
B17,074,SP-RT-B17-074,9.068170405,cn1
B17,075,SP-RT-B17-075,16.57240046,cn1
B17,076,SP-RT-B17-076,11.48972384,cn1
B17,077,SP-RT-B17-077,7.266336555,cn1
B17,078,SP-RT-B17-078,2.092556911,cn1
B17,079,SP-RT-B17-079,4.134853813,cn1
B17,080,SP-RT-B17-080,2.557880177,cn1
B17,081,SP-RT-B17-081,12.94767739,cn1
B17,082,SP-RT-B17-082,12.27766936,cn1
B17,083,SP-RT-B17-083,6.515805774,cn1
B17,084,SP-RT-B17-084,7.947962993,cn1
B17,085,SP-RT-B17-085,10.114997,cn1
B17,086,SP-RT-B17-086,10.93789057,cn1
B17,087,SP-RT-B17-087,8.007626909,cn1
B17,088,SP-RT-B17-088,13.51781778,cn1
B17,089,SP-RT-B17-089,8.660489962,cn1
B17,090,SP-RT-B17-090,17.48678756,cn1
B17,091,SP-RT-B17-091,10.923105,cn1
B17,092,SP-RT-B17-092,3.136295389,cn1
B17,093,SP-RT-B17-093,2.217974777,cn1
B17,094,SP-RT-B17-094,16.32697832,cn1
B17,095,SP-RT-B17-095,14.67436706,cn1
B17,096,SP-RT-B17-096,6.951644653,cn1
B17,097,SP-RT-B17-097,15.89918461,cn1
B17,098,SP-RT-B17-098,16.30918235,cn1
B17,099,SP-RT-B17-099,8.990980818,cn1
B17,100,SP-RT-B17-100,7.194161627,cn1
B17,101,SP-RT-B17-101,11.55098812,cn1
B17,102,SP-RT-B17-102,16.47390058,cn1
B17,103,SP-RT-B17-103,13.6026894,cn1
B17,104,SP-RT-B17-104,16.54165786,cn1
B17,105,SP-RT-B17-105,16.17260354,cn1
B17,106,SP-RT-B17-106,2.594883342,cn1
B17,107,SP-RT-B17-107,8.70505263,cn1
B17,108,SP-RT-B17-108,14.6010145,cn1
B17,109,SP-RT-B17-109,0.6857104,cn1
B17,110,SP-RT-B17-110,15.09895456,cn1
B17,111,SP-RT-B17-111,1.459595484,cn1
B17,112,SP-RT-B17-112,3.716479944,cn1
B17,113,SP-RT-B17-113,12.76836145,cn1
B17,114,SP-RT-B17-114,14.42128881,cn1
B17,115,SP-RT-B17-115,3.748518241,cn1
B17,116,SP-RT-B17-116,17.21109662,cn1
B17,117,SP-RT-B17-117,6.768036288,cn1
B17,118,SP-RT-B17-118,3.748855501,cn1
B17,119,SP-RT-B17-119,15.86550958,cn1
B17,120,SP-RT-B17-120,14.25353989,cn1
B17,121,SP-RT-B17-121,14.44064915,cn1
B17,122,SP-RT-B17-122,3.355774369,cn1
B17,123,SP-RT-B17-123,16.0932593,cn1
B17,124,SP-RT-B17-124,14.26039344,cn1
B17,125,SP-RT-B17-125,6.119883784,cn1
B17,126,SP-RT-B17-126,6.44374063,cn1
B17,127,SP-RT-B17-127,7.533764782,cn1
B17,128,SP-RT-B17-128,19.031022,cn1
B17,129,SP-RT-B17-129,10.22485454,cn1
B17,130,SP-RT-B17-130,17.7525973,cn1
B17,131,SP-RT-B17-131,18.36245374,cn1
B17,132,SP-RT-B17-132,13.66157226,cn1
B17,133,SP-RT-B17-133,17.61068686,cn1
B17,134,SP-RT-B17-134,17.24481343,cn1
B17,135,SP-RT-B17-135,12.66234323,cn1
B17,136,SP-RT-B17-136,17.08411552,cn1
B17,137,SP-RT-B17-137,18.71377305,cn1
B17,138,SP-RT-B17-138,3.326330352,cn1
B17,139,SP-RT-B17-139,7.239391603,cn1
B17,140,SP-RT-B17-140,11.31530705,cn1
B17,141,SP-RT-B17-141,2.577600016,cn1
B17,142,SP-RT-B17-142,1.111570095,cn1
B17,143,SP-RT-B17-143,4.348036085,cn1
B17,144,SP-RT-B17-144,7.94010301,cn1
B17,145,SP-RT-B17-145,11.75313158,cn1
B17,146,SP-RT-B17-146,10.45345326,cn1
B17,147,SP-RT-B17-147,14.94724604,cn1
B17,148,SP-RT-B17-148,9.864792278,cn1
B29,001,SP-RT-B29-001,1.361398906,cn1
B29,002,SP-RT-B29-002,17.58559774,cn1
B29,003,SP-RT-B29-003,16.60993406,cn1
B29,004,SP-RT-B29-004,8.996096315,cn1
B29,005,SP-RT-B29-005,10.60092939,cn1
B29,006,SP-RT-B29-006,4.748685901,cn1
B29,007,SP-RT-B29-007,2.328680701,cn1
B29,008,SP-RT-B29-008,15.38575819,cn1
B29,009,SP-RT-B29-009,3.445945174,cn1
B29,010,SP-RT-B29-010,16.56009043,cn1
B29,011,SP-RT-B29-011,16.8603606,cn1
B29,012,SP-RT-B29-012,3.857357112,cn1
B29,013,SP-RT-B29-013,4.757589322,cn1
B29,014,SP-RT-B29-014,13.97659667,cn1
B29,015,SP-RT-B29-015,11.52012996,cn1
B29,016,SP-RT-B29-016,17.06015051,cn1
B29,017,SP-RT-B29-017,0.174689125,cn1
B29,018,SP-RT-B29-018,17.3334496,cn1
B29,019,SP-RT-B29-019,4.161356888,cn1
B29,020,SP-RT-B29-020,8.17092541,cn1
B29,021,SP-RT-B29-021,15.46230642,cn1
B29,022,SP-RT-B29-022,5.947802365,cn1
B29,023,SP-RT-B29-023,7.982223026,cn1
B29,024,SP-RT-B29-024,18.40000422,cn1
B29,025,SP-RT-B29-025,0.810127476,cn1
B29,026,SP-RT-B29-026,11.67925456,cn1
B29,027,SP-RT-B29-027,11.31664668,cn1
B29,028,SP-RT-B29-028,15.33541692,cn1
B29,029,SP-RT-B29-029,11.29224113,cn1
B29,030,SP-RT-B29-030,13.58229797,cn1
B29,031,SP-RT-B29-031,0.144613121,cn1
B29,032,SP-RT-B29-032,19.02567903,cn1
B29,033,SP-RT-B29-033,8.41110347,cn1
B29,034,SP-RT-B29-034,1.06751415,cn1
B29,035,SP-RT-B29-035,14.91508512,cn1
B29,036,SP-RT-B29-036,18.2712246,cn1
B29,037,SP-RT-B29-037,12.94994892,cn1
B29,038,SP-RT-B29-038,15.10077945,cn1
B29,039,SP-RT-B29-039,3.856476342,cn1
B29,040,SP-RT-B29-040,3.469336221,cn1
B29,041,SP-RT-B29-041,18.00502444,cn1
B29,042,SP-RT-B29-042,13.60722985,cn1
B29,043,SP-RT-B29-043,4.554176993,cn1
B29,044,SP-RT-B29-044,5.54819352,cn1
B29,045,SP-RT-B29-045,12.00836703,cn1
B29,046,SP-RT-B29-046,11.03062142,cn1
B29,047,SP-RT-B29-047,5.044921021,cn1
B29,048,SP-RT-B29-048,7.477793297,cn1
B29,049,SP-RT-B29-049,15.04623273,cn1
B29,050,SP-RT-B29-050,15.06449686,cn1
B29,051,SP-RT-B29-051,18.79223799,cn1
B29,052,SP-RT-B29-052,17.77048898,cn1
B29,053,SP-RT-B29-053,11.36674466,cn1
B29,054,SP-RT-B29-054,18.85714564,cn1
B29,055,SP-RT-B29-055,14.73826242,cn1
B29,056,SP-RT-B29-056,4.669044039,cn1
B29,057,SP-RT-B29-057,5.751300743,cn1
B29,058,SP-RT-B29-058,10.16322646,cn1
B29,059,SP-RT-B29-059,18.6980404,cn1
B29,060,SP-RT-B29-060,16.41015795,cn1
B29,061,SP-RT-B29-061,9.710599758,cn1
B29,062,SP-RT-B29-062,6.053971608,cn1
B29,063,SP-RT-B29-063,10.73718369,cn1
B29,064,SP-RT-B29-064,4.85333842,cn1
B29,065,SP-RT-B29-065,13.39525319,cn1
B29,066,SP-RT-B29-066,5.023036171,cn1
B29,067,SP-RT-B29-067,0.63177001,cn1
B29,068,SP-RT-B29-068,5.502925618,cn1
B29,069,SP-RT-B29-069,0.309458744,cn1
B29,070,SP-RT-B29-070,18.21467622,cn1
B29,071,SP-RT-B29-071,11.35008972,cn1
B29,072,SP-RT-B29-072,14.53089942,cn1
B29,073,SP-RT-B29-073,13.6784057,cn1
B29,074,SP-RT-B29-074,1.078607005,cn1
B29,075,SP-RT-B29-075,18.35575362,cn1
B29,076,SP-RT-B29-076,2.351345037,cn1
B29,077,SP-RT-B29-077,4.140446608,cn1
B29,078,SP-RT-B29-078,3.797703617,cn1
B29,079,SP-RT-B29-079,7.113010657,cn1
B29,080,SP-RT-B29-080,5.343833507,cn1
B29,081,SP-RT-B29-081,6.980992954,cn1
B29,082,SP-RT-B29-082,1.11614995,cn1
B29,083,SP-RT-B29-083,2.189450685,cn1
B29,084,SP-RT-B29-084,14.66749119,cn1
B29,085,SP-RT-B29-085,12.04627209,cn1
B29,086,SP-RT-B29-086,16.47180315,cn1
B29,087,SP-RT-B29-087,18.42766879,cn1
B29,088,SP-RT-B29-088,15.42737892,cn1
B29,089,SP-RT-B29-089,13.96568098,cn1
B29,090,SP-RT-B29-090,15.54959875,cn1
B29,091,SP-RT-B29-091,9.718745071,cn1
B29,092,SP-RT-B29-092,10.40766312,cn1
B29,093,SP-RT-B29-093,15.11660518,cn1
B29,094,SP-RT-B29-094,13.23060194,cn1
B29,095,SP-RT-B29-095,16.73644325,cn1
B29,096,SP-RT-B29-096,8.325890392,cn1
B29,097,SP-RT-B29-097,17.17646343,cn1
B29,098,SP-RT-B29-098,9.458085644,cn1
B29,099,SP-RT-B29-099,4.387416097,cn1
B29,100,SP-RT-B29-100,11.32797342,cn1
B29,101,SP-RT-B29-101,10.08985726,cn1
B29,102,SP-RT-B29-102,11.54706037,cn1
B29,103,SP-RT-B29-103,6.463675143,cn1
B29,104,SP-RT-B29-104,11.68737465,cn1
B29,105,SP-RT-B29-105,11.27240406,cn1
B29,106,SP-RT-B29-106,15.73563178,cn1
B29,107,SP-RT-B29-107,13.82999078,cn1
B29,108,SP-RT-B29-108,17.18777936,cn1
B29,109,SP-RT-B29-109,16.84826825,cn1
B29,110,SP-RT-B29-110,18.89046719,cn1
B29,111,SP-RT-B29-111,0.684654353,cn1
B29,112,SP-RT-B29-112,14.87696722,cn1
B29,113,SP-RT-B29-113,18.30798647,cn1
B29,114,SP-RT-B29-114,15.57560092,cn1
B29,115,SP-RT-B29-115,6.095017205,cn1
B29,116,SP-RT-B29-116,1.584741364,cn1
B29,117,SP-RT-B29-117,1.476022074,cn1
B29,118,SP-RT-B29-118,2.555299797,cn1
B29,119,SP-RT-B29-119,1.243389318,cn1
B29,120,SP-RT-B29-120,9.143585233,cn1
B29,121,SP-RT-B29-121,3.457460677,cn1
B29,122,SP-RT-B29-122,5.694118114,cn1
B29,123,SP-RT-B29-123,16.69583727,cn1
B29,124,SP-RT-B29-124,13.034892,cn1
B29,125,SP-RT-B29-125,2.833802012,cn1
B29,126,SP-RT-B29-126,10.35220062,cn1
B29,127,SP-RT-B29-127,6.860504214,cn1
B29,128,SP-RT-B29-128,5.172156253,cn1
B29,129,SP-RT-B29-129,18.0022361,cn1
B29,130,SP-RT-B29-130,10.39124804,cn1
B29,131,SP-RT-B29-131,2.257808266,cn1
B29,132,SP-RT-B29-132,19.23723848,cn1
B29,133,SP-RT-B29-133,12.24903513,cn1
B29,134,SP-RT-B29-134,18.69823704,cn1
B29,135,SP-RT-B29-135,5.680136437,cn1
B29,136,SP-RT-B29-136,1.376638262,cn1
B29,137,SP-RT-B29-137,17.39943021,cn1
B29,138,SP-RT-B29-138,13.3829776,cn1
B29,139,SP-RT-B29-139,12.02270683,cn1
B29,140,SP-RT-B29-140,8.900327935,cn1
B29,141,SP-RT-B29-141,15.53322783,cn1
B29,142,SP-RT-B29-142,15.17246669,cn1
B29,143,SP-RT-B29-143,14.71865901,cn1
B29,144,SP-RT-B29-144,2.522063815,cn1
B29,145,SP-RT-B29-145,18.99096824,cn1
B29,146,SP-RT-B29-146,13.01095562,cn1
A18,001,SP-RT-A18-001,12.25804189,cn1
A18,002,SP-RT-A18-002,7.586229762,cn1
A18,003,SP-RT-A18-003,16.88816442,cn1
A18,004,SP-RT-A18-004,1.288238274,cn1
A18,005,SP-RT-A18-005,9.605294517,cn1
A18,006,SP-RT-A18-006,3.890843453,cn1
A18,007,SP-RT-A18-007,19.12487503,cn1
A18,008,SP-RT-A18-008,3.412738511,cn1
A18,009,SP-RT-A18-009,4.645470264,cn1
A18,010,SP-RT-A18-010,3.449681433,cn1
A18,011,SP-RT-A18-011,13.31611292,cn1
A18,012,SP-RT-A18-012,14.09706191,cn1
A18,013,SP-RT-A18-013,6.244384408,cn1
A18,014,SP-RT-A18-014,16.98651675,cn1
A18,015,SP-RT-A18-015,11.26687742,cn1
A18,016,SP-RT-A18-016,17.85959309,cn1
A18,017,SP-RT-A18-017,17.91488181,cn1
A18,018,SP-RT-A18-018,1.510662187,cn1
A18,019,SP-RT-A18-019,13.87523736,cn1
A18,020,SP-RT-A18-020,13.44544871,cn1
A18,021,SP-RT-A18-021,0.853845209,cn1
A18,022,SP-RT-A18-022,11.82656335,cn1
A18,023,SP-RT-A18-023,6.405687111,cn1
A18,024,SP-RT-A18-024,6.477762737,cn1
A18,025,SP-RT-A18-025,10.85251447,cn1
A18,026,SP-RT-A18-026,11.92081637,cn1
A18,027,SP-RT-A18-027,5.121269816,cn1
A18,028,SP-RT-A18-028,12.46307859,cn1
A18,029,SP-RT-A18-029,6.482983425,cn1
A18,030,SP-RT-A18-030,3.37756508,cn1
A18,031,SP-RT-A18-031,17.88839881,cn1
A18,032,SP-RT-A18-032,16.37650894,cn1
A18,033,SP-RT-A18-033,17.9974966,cn1
A18,034,SP-RT-A18-034,4.857020803,cn1
A18,035,SP-RT-A18-035,0.386878754,cn1
A18,036,SP-RT-A18-036,16.56481078,cn1
A18,037,SP-RT-A18-037,18.74942236,cn1
A18,038,SP-RT-A18-038,12.45432148,cn1
A18,039,SP-RT-A18-039,3.679181368,cn1
A18,040,SP-RT-A18-040,5.490185085,cn1
A18,041,SP-RT-A18-041,5.687752208,cn1
A18,042,SP-RT-A18-042,13.22052392,cn1
A18,043,SP-RT-A18-043,11.16620046,cn1
A18,044,SP-RT-A18-044,9.754774532,cn1
A18,045,SP-RT-A18-045,6.273674949,cn1
A18,046,SP-RT-A18-046,16.47911168,cn1
A18,047,SP-RT-A18-047,7.420584705,cn1
A18,048,SP-RT-A18-048,14.05681519,cn1
A18,049,SP-RT-A18-049,1.09654422,cn1
A18,050,SP-RT-A18-050,5.749192113,cn1
A18,051,SP-RT-A18-051,12.59718501,cn1
A18,052,SP-RT-A18-052,16.41709267,cn1
A18,053,SP-RT-A18-053,9.686590223,cn1
A18,054,SP-RT-A18-054,15.32435503,cn1
A18,055,SP-RT-A18-055,16.56771144,cn1
A18,056,SP-RT-A18-056,11.6362093,cn1
A18,057,SP-RT-A18-057,5.31235499,cn1
A18,058,SP-RT-A18-058,13.33811696,cn1
A18,059,SP-RT-A18-059,5.457703343,cn1
A18,060,SP-RT-A18-060,16.48351221,cn1
A18,061,SP-RT-A18-061,16.85744717,cn1
A18,062,SP-RT-A18-062,18.98568678,cn1
A18,063,SP-RT-A18-063,7.372546898,cn1
A18,064,SP-RT-A18-064,11.8827914,cn1
A18,065,SP-RT-A18-065,9.9489781,cn1
A18,066,SP-RT-A18-066,14.92506783,cn1
A18,067,SP-RT-A18-067,12.41283218,cn1
A18,068,SP-RT-A18-068,18.80970163,cn1
A18,069,SP-RT-A18-069,4.320875161,cn1
A18,070,SP-RT-A18-070,8.10672132,cn1
A18,071,SP-RT-A18-071,10.15506058,cn1
A18,072,SP-RT-A18-072,12.31274805,cn1
A18,073,SP-RT-A18-073,16.23813473,cn1
A18,074,SP-RT-A18-074,7.620082572,cn1
A18,075,SP-RT-A18-075,14.35150607,cn1
A18,076,SP-RT-A18-076,3.160008202,cn1
A18,077,SP-RT-A18-077,13.75452169,cn1
A18,078,SP-RT-A18-078,14.9676654,cn1
A18,079,SP-RT-A18-079,11.16693709,cn1
A18,080,SP-RT-A18-080,8.712825881,cn1
A18,081,SP-RT-A18-081,16.64706471,cn1
A18,082,SP-RT-A18-082,1.415612238,cn1
A18,083,SP-RT-A18-083,18.4829032,cn1
A18,084,SP-RT-A18-084,10.79748234,cn1
A18,085,SP-RT-A18-085,1.613379151,cn1
A18,086,SP-RT-A18-086,12.66728446,cn1
A18,087,SP-RT-A18-087,2.583978096,cn1
A18,088,SP-RT-A18-088,15.58734257,cn1
A18,089,SP-RT-A18-089,8.742195873,cn1
A18,090,SP-RT-A18-090,9.321238517,cn1
A18,091,SP-RT-A18-091,1.090257281,cn1
A18,092,SP-RT-A18-092,9.691678333,cn1
A18,093,SP-RT-A18-093,19.09384044,cn1
A18,094,SP-RT-A18-094,9.158975712,cn1
