pileno,pileseq,markno,unitw,topile
B00,088,SP-ST-B00-088,2.983794419,A35
B00,089,SP-ST-B00-089,8.795964799,B08
B00,090,SP-ST-B00-090,12.20482642,A11
B00,091,SP-ST-B00-091,15.44142659,A13
B00,092,SP-ST-B00-092,5.66720782,A35
B00,093,SP-ST-B00-093,10.06180665,B08
B00,094,SP-ST-B00-094,1.807787453,A35
B00,095,SP-ST-B00-095,1.008493534,A36
B00,096,SP-ST-B00-096,15.59210995,A36
B00,097,SP-ST-B00-097,12.32334128,A13
B00,098,SP-ST-B00-098,9.906419039,A35
B00,099,SP-ST-B00-099,2.095372698,A11
B00,100,SP-ST-B00-100,15.64481237,B08
B00,101,SP-ST-B00-101,17.61151942,B08
B00,102,SP-ST-B00-102,15.3495946,A36
B00,103,SP-ST-B00-103,11.03190714,A13
B00,104,SP-ST-B00-104,7.667969876,A11
B00,105,SP-ST-B00-105,3.298048086,A11
B00,106,SP-ST-B00-106,18.34357101,B08
B00,107,SP-ST-B00-107,4.186679749,A13
B00,108,SP-ST-B00-108,14.98522712,A13
B00,109,SP-ST-B00-109,4.382268924,A36
B00,110,SP-ST-B00-110,9.417720913,B08
B00,111,SP-ST-B00-111,13.20517965,A35
B00,112,SP-ST-B00-112,5.448488597,A11
B00,113,SP-ST-B00-113,2.533844308,A13
B00,114,SP-ST-B00-114,3.580008256,A11
B00,115,SP-ST-B00-115,10.01993342,A36
B00,116,SP-ST-B00-116,17.46608426,A36
B00,117,SP-ST-B00-117,9.41980074,A36
B00,118,SP-ST-B00-118,13.97501686,A11
B00,119,SP-ST-B00-119,13.40475468,A11
B00,120,SP-ST-B00-120,7.097421383,A35
B00,121,SP-ST-B00-121,8.203767804,B08
B00,122,SP-ST-B00-122,13.83201721,A13
B00,123,SP-ST-B00-123,8.922656951,A36
B00,124,SP-ST-B00-124,4.195578285,A35
B00,125,SP-ST-B00-125,8.798173927,A35
B00,126,SP-ST-B00-126,15.66170248,A36
B00,127,SP-ST-B00-127,18.92770226,B08
B00,128,SP-ST-B00-128,1.786400335,B08
B00,129,SP-ST-B00-129,5.163143809,B08
B00,130,SP-ST-B00-130,7.296207092,A36
B00,131,SP-ST-B00-131,3.641164107,A13
B00,132,SP-ST-B00-132,0.820476379,A11
B00,133,SP-ST-B00-133,15.23756727,A13
B00,134,SP-ST-B00-134,1.859206995,A13
B00,135,SP-ST-B00-135,11.71254864,A36
B00,136,SP-ST-B00-136,15.90056935,A13
B00,137,SP-ST-B00-137,1.173509423,A11
B00,138,SP-ST-B00-138,7.59820379,A11
B00,139,SP-ST-B00-139,2.330435904,A11
B00,140,SP-ST-B00-140,18.14456676,A35
B00,141,SP-ST-B00-141,16.20916279,A36
B00,142,SP-ST-B00-142,0.914262357,A11
B00,143,SP-ST-B00-143,15.68344332,A11
B00,144,SP-ST-B00-144,4.318422975,A11
B00,145,SP-ST-B00-145,17.88659158,B08
B00,146,SP-ST-B00-146,2.279016677,B08
B00,147,SP-ST-B00-147,13.4723535,A35
B00,148,SP-ST-B00-148,7.018130786,A11
B00,149,SP-ST-B00-149,10.05450344,A35
B00,150,SP-ST-B00-150,1.246627938,A36
B00,151,SP-ST-B00-151,6.96949669,A35
B00,152,SP-ST-B00-152,3.255824147,B08
B00,153,SP-ST-B00-153,19.17010889,A36
B00,154,SP-ST-B00-154,11.97056295,A13
B00,155,SP-ST-B00-155,13.62971526,A36
B00,156,SP-ST-B00-156,4.216079062,A36
B00,157,SP-ST-B00-157,8.332137764,A11
B00,158,SP-ST-B00-158,15.94176771,B08
B00,159,SP-ST-B00-159,10.7888923,A11
B00,160,SP-ST-B00-160,6.067817278,B08
B00,161,SP-ST-B00-161,18.0385706,B08
B00,162,SP-ST-B00-162,14.91117142,A11
B00,163,SP-ST-B00-163,1.976129264,A13
B00,164,SP-ST-B00-164,17.01837079,A35
B00,165,SP-ST-B00-165,2.93521294,B08
B00,166,SP-ST-B00-166,12.08105923,A13
B00,167,SP-ST-B00-167,14.87178476,A11
B00,168,SP-ST-B00-168,13.99307102,A36
B00,169,SP-ST-B00-169,6.14799988,A35
B00,170,SP-ST-B00-170,6.958374208,A35
B00,171,SP-ST-B00-171,1.528135187,A35
B00,172,SP-ST-B00-172,5.881804076,A35
B00,173,SP-ST-B00-173,8.444184903,B08
B00,174,SP-ST-B00-174,10.45037436,B08
B00,175,SP-ST-B00-175,15.79893097,A11
B00,176,SP-ST-B00-176,6.10659604,B08
B00,177,SP-ST-B00-177,3.912955708,A11
B00,178,SP-ST-B00-178,10.40742723,A35
B00,179,SP-ST-B00-179,18.48847819,A35
B00,180,SP-ST-B00-180,12.6763045,A13
B00,181,SP-ST-B00-181,8.740634637,A35
B00,182,SP-ST-B00-182,11.51118253,B08
B00,183,SP-ST-B00-183,10.19172372,A36
B00,184,SP-ST-B00-184,8.551772074,A11
B00,185,SP-ST-B00-185,10.8220651,A36
B00,186,SP-ST-B00-186,5.712251674,A13
B00,187,SP-ST-B00-187,9.080293303,A35
B00,188,SP-ST-B00-188,3.025960971,A36
B00,189,SP-ST-B00-189,4.255522285,A13
B00,190,SP-ST-B00-190,3.238211806,B08
B00,191,SP-ST-B00-191,11.98149511,A35
B00,192,SP-ST-B00-192,2.523888385,B08
B00,193,SP-ST-B00-193,18.40632608,A36
B00,194,SP-ST-B00-194,13.33738159,A35
B00,195,SP-ST-B00-195,13.60165641,A11
B00,196,SP-ST-B00-196,14.84587766,A13
B00,197,SP-ST-B00-197,1.276006957,B08
B00,198,SP-ST-B00-198,3.525275818,A13
B00,199,SP-ST-B00-199,3.19019234,A13
B00,200,SP-ST-B00-200,3.875891329,A11
B00,201,SP-ST-B00-201,5.299929371,A11
B00,202,SP-ST-B00-202,14.72296028,A35
B00,203,SP-ST-B00-203,12.75925239,A36
B00,204,SP-ST-B00-204,3.344714025,A35
B00,205,SP-ST-B00-205,8.053036746,B08
B00,206,SP-ST-B00-206,0.469966519,A13
B00,207,SP-ST-B00-207,8.082077768,A11
B00,208,SP-ST-B00-208,1.239523981,A36
B00,209,SP-ST-B00-209,17.49782313,A35
B00,210,SP-ST-B00-210,8.79414548,B08
B00,211,SP-ST-B00-211,9.858602193,A11
B00,212,SP-ST-B00-212,0.317531792,A11
B00,213,SP-ST-B00-213,16.55044373,A36
B00,214,SP-ST-B00-214,5.559801355,A13
B00,215,SP-ST-B00-215,11.77353438,A35
B00,216,SP-ST-B00-216,1.60899573,A36
B00,217,SP-ST-B00-217,3.784066639,A35
B00,218,SP-ST-B00-218,10.04137177,A11
B00,219,SP-ST-B00-219,4.364861693,A11
B00,220,SP-ST-B00-220,3.507706308,A13
B00,221,SP-ST-B00-221,7.741663871,A36
B00,222,SP-ST-B00-222,8.992392299,B08
B00,223,SP-ST-B00-223,14.96368423,A13
B00,224,SP-ST-B00-224,17.44053358,A36
B00,225,SP-ST-B00-225,13.01608771,B08
B00,226,SP-ST-B00-226,4.087507325,A11
B00,227,SP-ST-B00-227,16.68679897,A35
B00,228,SP-ST-B00-228,4.091069093,A13
B00,229,SP-ST-B00-229,11.99515633,A13
B00,230,SP-ST-B00-230,5.106791835,A11
B00,231,SP-ST-B00-231,4.644974297,A35
B00,232,SP-ST-B00-232,6.327054946,A11
B00,233,SP-ST-B00-233,0.688040082,A36
B00,234,SP-ST-B00-234,15.91892476,A35
B00,235,SP-ST-B00-235,9.824670687,A13
B00,236,SP-ST-B00-236,17.74070264,A35
B00,237,SP-ST-B00-237,5.429793994,A36
B00,238,SP-ST-B00-238,2.071115574,A35
B00,239,SP-ST-B00-239,1.8438889,A35
B00,240,SP-ST-B00-240,18.53177489,A11
B00,241,SP-ST-B00-241,4.336624921,A13
B00,242,SP-ST-B00-242,8.389481869,A36
B00,243,SP-ST-B00-243,9.976914299,A11
B00,244,SP-ST-B00-244,18.25825204,A36
B00,245,SP-ST-B00-245,18.63005632,A13
B00,246,SP-ST-B00-246,10.24744894,A13
B00,247,SP-ST-B00-247,7.882578912,A11
B00,248,SP-ST-B00-248,3.052746694,B08
B00,249,SP-ST-B00-249,0.917299991,A11
B00,250,SP-ST-B00-250,14.80121542,B08
B00,251,SP-ST-B00-251,2.496197836,A36
B00,252,SP-ST-B00-252,18.0643438,A35
B00,253,SP-ST-B00-253,12.98366851,B08
B00,254,SP-ST-B00-254,9.196883148,A11
B00,255,SP-ST-B00-255,8.67638459,A36
B00,256,SP-ST-B00-256,17.2894952,A35
B00,257,SP-ST-B00-257,3.722756359,B08
B00,258,SP-ST-B00-258,10.84783383,B08
B00,259,SP-ST-B00-259,6.598376807,B08
B00,260,SP-ST-B00-260,3.521906006,A11
B00,261,SP-ST-B00-261,0.802329727,A36
B00,262,SP-ST-B00-262,8.959466653,A35
B00,263,SP-ST-B00-263,3.262510851,A11
B00,264,SP-ST-B00-264,3.43262066,A11
B00,265,SP-ST-B00-265,19.17839236,A35
B00,266,SP-ST-B00-266,8.606885488,A11
B00,267,SP-ST-B00-267,16.25511169,A13
B00,268,SP-ST-B00-268,15.01089245,A11
B00,269,SP-ST-B00-269,0.15607786,B08
B00,270,SP-ST-B00-270,18.12844489,A11
B00,271,SP-ST-B00-271,3.751346631,A36
B00,272,SP-ST-B00-272,7.284822518,A13
B00,273,SP-ST-B00-273,18.326074,B08
B00,274,SP-ST-B00-274,0.826277263,B08
B00,275,SP-ST-B00-275,7.427441635,A11
B00,276,SP-ST-B00-276,13.01640236,B08
B00,277,SP-ST-B00-277,7.027657086,B08
B00,278,SP-ST-B00-278,16.13741599,A36
B00,279,SP-ST-B00-279,2.379332218,B08
B00,280,SP-ST-B00-280,12.7330413,A36
B00,281,SP-ST-B00-281,15.105095,B08
B00,282,SP-ST-B00-282,7.390971692,A13
B00,283,SP-ST-B00-283,4.587656593,A13
B00,284,SP-ST-B00-284,9.797758165,B08
B00,285,SP-ST-B00-285,6.598733852,A36
B00,286,SP-ST-B00-286,1.696272087,A11
B00,287,SP-ST-B00-287,8.684607848,A11
B00,288,SP-ST-B00-288,17.24365443,A36
B00,289,SP-ST-B00-289,9.207774656,A35
B00,290,SP-ST-B00-290,0.680879655,A11
B00,291,SP-ST-B00-291,15.57675173,A36
B00,292,SP-ST-B00-292,12.85116732,B08
B00,293,SP-ST-B00-293,17.19548355,B08
B00,294,SP-ST-B00-294,3.701181328,A35
B00,295,SP-ST-B00-295,18.83058438,A36
B00,296,SP-ST-B00-296,1.650288893,B08
B00,297,SP-ST-B00-297,17.71429314,A35
B00,298,SP-ST-B00-298,9.57643537,A13
B00,299,SP-ST-B00-299,15.86956734,B08
B00,300,SP-ST-B00-300,1.965854438,A36
B00,301,SP-ST-B00-301,13.82585609,A13
B00,302,SP-ST-B00-302,8.256175479,A36
B00,303,SP-ST-B00-303,17.09490884,A35
B00,304,SP-ST-B00-304,3.517721649,A35
B00,305,SP-ST-B00-305,12.54599499,A13
B00,306,SP-ST-B00-306,13.52369667,A11
B00,307,SP-ST-B00-307,13.65418925,B08
B00,308,SP-ST-B00-308,16.10697973,A11
B00,309,SP-ST-B00-309,8.904138458,A36
B00,310,SP-ST-B00-310,8.714668876,A36
B00,311,SP-ST-B00-311,3.513155962,A11
B00,312,SP-ST-B00-312,13.1709672,A13
B00,313,SP-ST-B00-313,1.76250406,A11
B00,314,SP-ST-B00-314,2.988237459,A36
B00,315,SP-ST-B00-315,16.08358903,A35
B00,316,SP-ST-B00-316,12.66058816,A36
B00,317,SP-ST-B00-317,9.552582095,B08
B00,318,SP-ST-B00-318,16.60149445,A35
B00,319,SP-ST-B00-319,2.831126999,A36
B00,320,SP-ST-B00-320,12.63374634,A11
B00,321,SP-ST-B00-321,4.820765075,A36
B00,322,SP-ST-B00-322,15.35221168,A13
B00,323,SP-ST-B00-323,10.12813183,A35
B00,324,SP-ST-B00-324,1.15387272,A35
B00,325,SP-ST-B00-325,16.83620194,A11
B00,326,SP-ST-B00-326,13.04725488,A35
B00,327,SP-ST-B00-327,19.05316963,B08
B00,328,SP-ST-B00-328,9.293329401,A36
B00,329,SP-ST-B00-329,11.28709987,B08
B00,330,SP-ST-B00-330,11.49116069,A35
B00,331,SP-ST-B00-331,15.87984898,A13
B00,332,SP-ST-B00-332,6.860857981,A35
B00,333,SP-ST-B00-333,16.04620288,A13
B00,334,SP-ST-B00-334,6.28853606,A35
B00,335,SP-ST-B00-335,18.43817498,A35
B00,336,SP-ST-B00-336,10.23196949,B08
B00,337,SP-ST-B00-337,5.919471263,A13
B00,338,SP-ST-B00-338,10.41493576,A36
B00,339,SP-ST-B00-339,9.539773285,A13
B00,340,SP-ST-B00-340,17.15209446,B08
B00,341,SP-ST-B00-341,0.957539508,A35
B00,342,SP-ST-B00-342,13.42775347,B08
B00,343,SP-ST-B00-343,6.84744458,A11
B00,344,SP-ST-B00-344,15.43399238,A35
B00,345,SP-ST-B00-345,16.66287089,B08
B00,346,SP-ST-B00-346,16.41956223,A11
B00,347,SP-ST-B00-347,9.284860995,A36
B00,348,SP-ST-B00-348,9.065415721,A11
B00,349,SP-ST-B00-349,17.76851598,A35
B00,350,SP-ST-B00-350,0.815371313,A13
B00,351,SP-ST-B00-351,4.572081575,A36
B00,352,SP-ST-B00-352,4.553393966,A35
B00,353,SP-ST-B00-353,3.109304289,A35
B00,354,SP-ST-B00-354,9.211952734,B08
B00,355,SP-ST-B00-355,15.73985268,A13
B00,356,SP-ST-B00-356,5.437928596,B08
B00,357,SP-ST-B00-357,10.30418976,B08
B00,358,SP-ST-B00-358,9.510351765,B08
B00,359,SP-ST-B00-359,5.926007611,A36
B00,360,SP-ST-B00-360,0.983280565,B08
B00,361,SP-ST-B00-361,4.573763388,A13
B00,362,SP-ST-B00-362,4.094130026,B08
B00,363,SP-ST-B00-363,15.85748364,A35
B00,364,SP-ST-B00-364,8.942713554,A36
B00,365,SP-ST-B00-365,15.48174851,A35
B00,366,SP-ST-B00-366,2.109381563,A11
B00,367,SP-ST-B00-367,16.89812214,A35
B00,368,SP-ST-B00-368,13.20093551,B08
B00,369,SP-ST-B00-369,3.676803522,A13
B00,370,SP-ST-B00-370,17.89670237,A11
B00,371,SP-ST-B00-371,5.46395881,B08
B00,372,SP-ST-B00-372,13.90742569,A11
B00,373,SP-ST-B00-373,0.999898991,A11
B00,374,SP-ST-B00-374,0.372192117,A35
B00,375,SP-ST-B00-375,19.08863306,A36
B00,376,SP-ST-B00-376,9.750547308,A13
B00,377,SP-ST-B00-377,15.05967479,A13
B00,378,SP-ST-B00-378,0.211188892,A35
B00,379,SP-ST-B00-379,17.77661761,B08
B00,380,SP-ST-B00-380,1.620702433,B08
B00,381,SP-ST-B00-381,3.272094388,A13
B00,382,SP-ST-B00-382,1.434043682,A36
B00,383,SP-ST-B00-383,17.13905474,A35
B00,384,SP-ST-B00-384,10.10249352,A13
B00,385,SP-ST-B00-385,13.68006322,B08
B00,386,SP-ST-B00-386,0.307196727,A13
B00,387,SP-ST-B00-387,6.896881753,B08
B00,388,SP-ST-B00-388,15.74248605,A36
B00,389,SP-ST-B00-389,14.11714285,A36
B00,390,SP-ST-B00-390,8.551453939,A35
B00,391,SP-ST-B00-391,7.132957208,A11
B00,392,SP-ST-B00-392,6.117699894,A35
B00,393,SP-ST-B00-393,5.434302127,A36
B00,394,SP-ST-B00-394,12.43225786,A35
B00,395,SP-ST-B00-395,11.55612084,A36
B00,396,SP-ST-B00-396,19.25556132,A36
B00,397,SP-ST-B00-397,2.067034875,A35
B00,398,SP-ST-B00-398,8.892192447,A36
B00,399,SP-ST-B00-399,17.80771041,B08
B00,400,SP-ST-B00-400,12.12916605,A13
B00,401,SP-ST-B00-401,4.209600103,A36
B00,402,SP-ST-B00-402,0.237254599,A11
B00,403,SP-ST-B00-403,11.27477143,A35
B00,404,SP-ST-B00-404,4.321463578,A13
B00,405,SP-ST-B00-405,17.31818738,A36
B00,406,SP-ST-B00-406,7.955646059,A11
B00,407,SP-ST-B00-407,4.595829778,A36
B00,408,SP-ST-B00-408,1.412316229,A36
B00,409,SP-ST-B00-409,17.82435913,A13
B00,410,SP-ST-B00-410,7.422071784,B08
B00,411,SP-ST-B00-411,9.067688995,A35
B00,412,SP-ST-B00-412,3.420854144,A35
B00,413,SP-ST-B00-413,16.23472357,B08
B00,414,SP-ST-B00-414,16.29290161,A36
B00,415,SP-ST-B00-415,11.96796831,A36
B00,416,SP-ST-B00-416,1.182437684,B08
B00,417,SP-ST-B00-417,4.286304282,A13
B00,418,SP-ST-B00-418,6.721147689,A35
B00,419,SP-ST-B00-419,9.657275624,A13
B00,420,SP-ST-B00-420,1.739575253,A13
B00,421,SP-ST-B00-421,15.01007576,A36
B00,422,SP-ST-B00-422,3.525996761,A13
B00,423,SP-ST-B00-423,11.37583334,A11
B00,424,SP-ST-B00-424,14.30292518,A11
B00,425,SP-ST-B00-425,7.459433451,A13
B00,426,SP-ST-B00-426,15.89629489,A13
B00,427,SP-ST-B00-427,14.24657831,A11
B00,428,SP-ST-B00-428,14.34037501,A35
B00,429,SP-ST-B00-429,13.2130695,A35
B00,430,SP-ST-B00-430,9.932550024,A35
B00,431,SP-ST-B00-431,13.59786437,B08
B00,432,SP-ST-B00-432,17.54287767,B08
B00,433,SP-ST-B00-433,16.83757571,B08
B00,434,SP-ST-B00-434,17.52521244,B08
B00,435,SP-ST-B00-435,13.33377782,A36
B00,436,SP-ST-B00-436,10.21336809,B08
B00,437,SP-ST-B00-437,15.31060235,A36
B00,438,SP-ST-B00-438,16.49551053,A11
B00,439,SP-ST-B00-439,12.61838543,A36
B00,440,SP-ST-B00-440,12.3550932,A35
B00,441,SP-ST-B00-441,4.569678613,A35
B00,442,SP-ST-B00-442,12.67772743,A11
B00,443,SP-ST-B00-443,16.86463045,A35
B00,444,SP-ST-B00-444,3.125471318,A35
B00,445,SP-ST-B00-445,13.54037329,B08
B00,446,SP-ST-B00-446,15.78342166,A13
B00,447,SP-ST-B00-447,4.172155,B08
B00,448,SP-ST-B00-448,18.50710823,A13
B00,449,SP-ST-B00-449,6.41889176,A11
B00,450,SP-ST-B00-450,2.933087946,A36
B00,451,SP-ST-B00-451,17.60398852,A35
B00,452,SP-ST-B00-452,12.6287105,A13
B00,453,SP-ST-B00-453,0.35838547,A35
B00,454,SP-ST-B00-454,15.55168125,A11
B00,455,SP-ST-B00-455,2.443575056,A35
B00,456,SP-ST-B00-456,17.984267,A36
B00,457,SP-ST-B00-457,9.66976241,A35
B00,458,SP-ST-B00-458,14.47242314,A35
B00,459,SP-ST-B00-459,10.65021753,A13
B00,460,SP-ST-B00-460,7.799488361,A35
B00,461,SP-ST-B00-461,0.715611357,A11
B00,462,SP-ST-B00-462,11.45169398,A13
B00,463,SP-ST-B00-463,18.47483452,A35
B00,464,SP-ST-B00-464,16.9316204,A35
B00,465,SP-ST-B00-465,6.158436426,B08
B00,466,SP-ST-B00-466,9.300376011,A35
B00,467,SP-ST-B00-467,13.24268334,A11
